pr_number;created_at;merged_at;time_to_merge_hours;changed_files;lines_changed;total_comments;total_reviews;pr_title;pr_body;has_changes_requested;main_module;cross_modules;labels_list;inferred_task_type;commit_messages
135589;2025-12-04T14:07:08Z;2025-12-18T11:21:17Z;333,24;2;37;18;3;kubeadm: revert to using a static list of etcd versions;"What type of PR is this?/kind bug cleanupWhat this PR does / why we need it:The introduction of dynamic keys in the etcd version map in constants.go introduced a couple of problems(#134866):The size of the map could no longer be unit tested because at UT runtime there was only one key ""0"".Once a new k8s release branch is cut the version map has mismatched versions. The latest k8s version mapped to the future prerelease alpha (placeholder), the previous was the current WIP release version and the oldest version in the map is the current stable. This introduces undesired shift of versions where we are applying the wrong version to the current WIP release unless a contributor PRs it.The old static approach on the other hand is safer because it hardcodes the versions, and the utility function EtcdSupportedVersion() ensures that we get a relevant etcd version even if the input k8s MINOR key is out of bonds for the map.Revert to using static version in the map.Revert the unit test TestEtcdSupportedVersionLength.Add additional comments over the map.Which issue(s) this PR is related to:NONESpecial notes for your reviewer:slack discussion:https://kubernetes.slack.com/archives/C2P1JHS2E/p1764754351115289Does this PR introduce a user-facing change?NONEAdditional documentation e.g., KEPs (Kubernetes Enhancement Proposals), usage docs, etc.:";FALSE;cmd;cmd;kind/bug, kind/cleanup, lgtm, sig/cluster-lifecycle, size/M, release-note-none, approved, area/kubeadm, cncf-cla: yes, priority/important-longterm;ci;"kubeadm: revert to using a static list of etcd versions  The introduction of dynamic keys in the etcd version map in constants.go introduced a couple of problems:  1. The size of the map could no longer be unit tested because at UT runtime there was only one key ""0"".  2. Once a new k8s release branch is cut the version map has mismatched versions. The latest k8s version mapped to the future prerelease alpha (placeholder), the previous was the current WIP release version and the oldest version in the map is the current stable. This introduces a undesider shift of versions where we are applying the wrong version to the current WIP release unless an contrubutor PRs it.  The old static approach on the other hand is safer because it hardcodes the versions, and the utility function EtcdSupportedVersion() ensures that we get a relevant etcd version even if the input k8s MINOR key is out of bonds for the map.  - Revert to using static version in the map. - Revert the unit test TestEtcdSupportedVersionLength. - Add additional comments over the map."
135322;2025-11-17T02:32:32Z;2026-01-19T15:49:13Z;1525,28;79;7299;36;7;[1.36] Remove intree volume plugin portworx;What type of PR is this?/kind cleanupWhat this PR does / why we need it:The portworx is the last in-tree volume plugin to be removed.Which issue(s) this PR is related to:KEP:  kubernetes/enhancements#2589Fixes: #85313Special notes for your reviewer:Does this PR introduce a user-facing change?- Removed the generally available feature gate `CSIMigrationPortworx`, which was locked and enabled since 1.33.- Removed alpha feature gate `InTreePluginPortworxUnregister`- Removed Portworx volume plugin from in-tree plugins because all operations are redirected to CSI.Additional documentation e.g., KEPs (Kubernetes Enhancement Proposals), usage docs, etc.:;FALSE;LICENSES;LICENSES, api, cmd, pkg, plugin, root, staging, test, vendor;area/test, area/kubelet, kind/cleanup, sig/scalability, sig/scheduling, lgtm, sig/storage, sig/node, sig/api-machinery, release-note;other;remove CSIMigrationPortworx and InTreePluginPortworxUnregister feature gates  Signed-off-by: carlory <baofa.fan@daocloud.io> | remove portworx from in-tree volume plugins  Signed-off-by: carlory <baofa.fan@daocloud.io> | run hack/update-vendor.sh  Signed-off-by: carlory <baofa.fan@daocloud.io> | remove GetHostName func from the VolumeHost interface  Signed-off-by: carlory <baofa.fan@daocloud.io> | remove featureGate from PluginManager  Signed-off-by: carlory <baofa.fan@daocloud.io> | remove CheckMigrationFeatureFlags  Signed-off-by: carlory <baofa.fan@daocloud.io>
136300;2026-01-18T12:22:21Z;2026-01-19T02:17:11Z;13,91;1;2;10;0;test/images: bump agnhost to v2.61;What type of PR is this?/kind cleanupWhat this PR does / why we need it:Bumps the agnhost test image version to v2.61 for the tmpfs detection fix merged in #136243.Which issue(s) this PR is related to:Special notes for your reviewer:Does this PR introduce a user-facing change?NONEAdditional documentation e.g., KEPs (Kubernetes Enhancement Proposals), usage docs, etc.:;FALSE;test;test;area/test, kind/cleanup, lgtm, size/XS, release-note-none, approved, cncf-cla: yes, sig/testing, ok-to-test, needs-priority;test;test/images: bump agnhost to v2.61
136320;2026-01-19T09:54:04Z;2026-01-19T12:11:14Z;2,29;1;4;6;0;E2E framework: fix nil pointer crash in TContext;What type of PR is this?/kind bug/kind failing-testWhat this PR does / why we need it:Not all framework instances have a default namespace. TContext crashed for those.(cherry picked from commit 80cc148)Which issue(s) this PR is related to:https://testgrid.k8s.io/sig-network-kind#sig-network-kind,%20nftables,%20masterSpecial notes for your reviewer:This got merged in #136140, then reverted in #136151 and was not brought back in #136156.Does this PR introduce a user-facing change?NONE/assign @aojea;FALSE;test;test;kind/bug, area/test, lgtm, size/XS, release-note-none, approved, cncf-cla: yes, sig/testing, kind/failing-test, needs-priority;bugfix;E2E framework: fix nil pointer crash in TContext  Not all framework instances have a default namespace. TContext crashed for those.  (cherry picked from commit 80cc14831edefcb889ebaeeb1bddda698415dbc8)  This got merged in https://github.com/kubernetes/kubernetes/pull/136140, then reverted in https://github.com/kubernetes/kubernetes/pull/136151 and was not brought back in https://github.com/kubernetes/kubernetes/pull/136156.
136283;2026-01-16T18:23:35Z;2026-01-19T08:17:12Z;61,89;9;127;3;0;DRA tests: stop using deprecated ktesting functions;What type of PR is this?/kind cleanupWhat this PR does / why we need it:Some of them were already converted previously, but didn't take full advantage of the more flexible methods: errors can be checked again by Gomega.Which issue(s) this PR is related to:Special notes for your reviewer:This is a follow-up for #136156.Does this PR introduce a user-facing change?NONE/assign @bart0sh;FALSE;test;test;area/test, kind/cleanup, lgtm, sig/node, size/L, release-note-none, approved, cncf-cla: yes, sig/testing, needs-priority;test;DRA tests: stop using deprecated ktesting functions  Some of them were already converted previously, but didn't take full advantage of the more flexible methods: errors can be checked again by Gomega.
136168;2026-01-12T09:50:47Z;2026-01-16T20:03:24Z;106,21;1;3;13;0;Add pohly and bart0sh as approvers for kubelet/cm/dra;What type of PR is this?/kind documentationWhat this PR does / why we need it:Ads @pohly and @bart0sh(self-nomination) as approvers for the Kubelet DRA code.Both are active maintainers of the code and have written most part of it.Does this PR introduce a user-facing change?NONE/sig node/cc @ffromani @klueska @swatisehgal @SergeyKanzhelev @mrunalp;FALSE;pkg;pkg;priority/backlog, area/kubelet, kind/documentation, lgtm, sig/node, size/XS, release-note-none, approved, cncf-cla: yes, triage/accepted;feature;Add pohly and bart0sh as approvers for kubelet/cm/dra
135842;2025-12-19T06:05:23Z;2026-01-17T03:05:23Z;693,00;16;494;9;2;enable commentstart check on authentication API group;What type of PR is this?/kind api-changeWhat this PR does / why we need it:Ensure comments start with the serialized version of the field name.Which issue(s) this PR is related to:Relates to #134671Special notes for your reviewer:Does this PR introduce a user-facing change?NONEAdditional documentation e.g., KEPs (Kubernetes Enhancement Proposals), usage docs, etc.:NONE;FALSE;api;api, hack, pkg, staging;lgtm, size/L, kind/api-change, release-note-none, sig/auth, approved, cncf-cla: yes, area/code-generation, needs-priority, api-review;docs;enable commentstart check on authentication API group  Signed-off-by: liyuerich <yue.li@daocloud.io>
136191;2026-01-13T07:37:35Z;2026-01-17T03:57:16Z;92,33;1;15;13;3;Skip memory pressure PSI test for CRI-O;What type of PR is this?/kind failing-testWhat this PR does / why we need it:Skip the memory pressure PSI test when running with CRI-O (used on Fedora CoreOS in test CI) until automatic memory.high configuration is available in the runtime.The test fails on Fedora CoreOS due to different page cache reclaim behavior between kernels. In cgroup v2, memory.max is a hard limit that triggers OOM kills, while memory.high is a soft limit that triggers aggressive reclaim. Without memory.high configured, Fedora CoreOS doesn't reclaim page cache fast enough, causing instant OOM instead of sustained memory pressure.CRI-O is implementing a fix to automatically set memory.high to 95% of memory.max for cgroup v2 containers, which will resolve this issue. Once that's available, this skip can be removed.Which issue(s) this PR is related to:Fixes #134141Special notes for your reviewer:Testgrid: https://testgrid.k8s.io/sig-node-cri-o#node-kubelet-serial-crioRelated:CRI-O fix: cri-o/cri-o#9714CoreOS tracker: coreos/fedora-coreos-tracker#2094Does this PR introduce a user-facing change?NoneAdditional documentation e.g., KEPs (Kubernetes Enhancement Proposals), usage docs, etc.:None;FALSE;test;test;area/test, lgtm, sig/node, size/S, release-note-none, approved, cncf-cla: yes, sig/testing, kind/failing-test, needs-priority;test;Skip memory pressure PSI test for CRI-O  Skip the memory pressure PSI test when running with CRI-O until automatic memory.high configuration is available in the runtime. The test fails on Fedora CoreOS due to different page cache reclaim behavior, and CRI-O is implementing a fix to automatically set memory.high to 95% of memory.max for cgroup v2 containers.  Signed-off-by: Sascha Grunert <sgrunert@redhat.com>
136278;2026-01-16T13:59:27Z;2026-01-16T16:51:18Z;2,86;2;9;9;2;fix(kubelet):resolve loop variable capture bug in WaitForAllPodsUnmount;What type of PR is this?﻿/kind bug/kind flake﻿What this PR does / why we need it:﻿This PR fixes a goroutine closure bug in WaitForAllPodsUnmount where the loop variable pod was being captured by reference instead of by value.﻿Problem:All goroutines created in the loop were capturing the same pod variable reference. When executed concurrently, they would all operate on the last pod in the slice instead of their intended pod. This caused intermittent test failures because some pods' volumes were never properly unmounted.﻿Solution:Create a local copy of the loop variable within each iteration using pod := pod. This ensures each closure captures a distinct pod instance, allowing all pods to be processed correctly in parallel.﻿Which issue(s) this PR is related to:﻿Fixes ##136255﻿﻿Does this PR introduce a user-facing change?﻿NONE;FALSE;pkg;pkg;kind/bug, area/kubelet, lgtm, sig/node, size/XS, kind/flake, release-note-none, approved, cncf-cla: yes, ok-to-test;bugfix;fix(kubelet):resolve loop variable capture bug in WaitForAllPodsUnmount
136081;2026-01-07T18:32:09Z;2026-01-18T06:41:09Z;252,15;23;2278;17;1;Dv native support in the validation-gen framework,;What type of PR is this?/kind featureWhat this PR does / why we need it:This pull request implements the Declarative Validation (DV) Native strategy. For new APIs and validations, the current framework often requires developers to maintain a parallel, handwritten Go implementation. This PR adopts a native validation strategy using the +k8s:declarativeValidationNative marker tag. When present on a field, the validation-gen tool ensures only stable validation rules are used and marks generated errors with .MarkDeclarativeNative(), allowing the system to identify and enforce these rules without a handwritten fallback.Which issue(s) this PR is related to:KEP-5073: Declarative Validation of Kubernetes Native Types With validation-genSpecial notes for your reviewer:Error Struct Update: The Error struct in k8s.io/apimachinery now includes a DeclarativeNative boolean field.The framework is also enforcing the tags used with the native tags are stable.Does this PR introduce a user-facing change?NONE;FALSE;staging;staging;lgtm, sig/api-machinery, size/XXL, kind/api-change, kind/feature, release-note-none, approved, cncf-cla: yes, area/code-generation, needs-priority;feature;Add DV support for cross field validators | validation-gen: Implement declarative validation native logic | Fix staticcheck lint error in validation-gen  Remove unnecessary assignment to blank identifier. | Remove non existent tags
135843;2025-12-19T08:25:31Z;2026-01-17T15:11:10Z;702,76;17;751;15;1;Automated cherry pick of #135748: Update vendored hnslib to v0.1.2;Cherry pick of #135748 on release-1.35.#135748: Update vendored hnslib to v0.1.2/kind cleanup/kind bugFor details on the cherry pick process, see the cherry pick requests page.- Dropped archived dependency: Removed the deprecated and archived dependency: github.com/pkg/errors in favor of standard Go error handling.- Updated to latest HNS version: hnslib is updated to work with the latest HNS APIs, including support for ModifyLoadBalancerPolicy, which allows updating existing load balancer policies instead of delete-and-recreate flows.;FALSE;LICENSES;LICENSES, hack, root, vendor;kind/bug, sig/network, kind/cleanup, lgtm, release-note, size/M, cherry-pick-approved, approved, sig/windows, cncf-cla: yes;other;Update vendored hnslib to v0.1.2
135837;2025-12-18T19:02:03Z;2026-01-17T03:05:15Z;704,05;2;16;10;0;test/e2e: fix pod resize test flakes on CRI-O/runc environments ;What type of PR is this?/kind bug/kind flakeWhat this PR does / why we need it:Updated version of #135680 including updated offset values to fix the test failures from the previous PR: #135680 (comment)Which issue(s) this PR is related to:Special notes for your reviewer:Does this PR introduce a user-facing change?NONEAdditional documentation e.g., KEPs (Kubernetes Enhancement Proposals), usage docs, etc.:/sig node;FALSE;test;test;kind/bug, area/test, priority/important-soon, lgtm, sig/node, size/S, kind/flake, release-note-none, approved, cncf-cla: yes;bugfix;"test/e2e: increase memory limits in pod resize tests  The pod resize e2e tests use memory limits as low as 20Mi for Guaranteed QoS pods. On OpenShift/CRI-O, the container runtime (runc) runs inside the pod's cgroup and requires ~20-22MB of memory during container creation and restart operations. This causes intermittent OOM kills when the pod's memory limit is at or below runc's memory footprint.  This issue does not occur on containerd-based clusters because containerd's shim runs outside the pod's cgroup by default (ShimCgroup=""""), so runc's memory is not charged against the pod's limit.  Increase memory limits to provide sufficient headroom for runc: - originalMem: 20Mi -> 35Mi - reducedMem: 15Mi -> 30Mi - increasedMem: 25Mi -> 40Mi  The test validates resize behavior, not minimal memory limits, so larger values do not reduce test coverage.  Signed-off-by: Damien Grisonnet <dgrisonn@redhat.com>"

;;;;; ANÁLISE ESTATÍSTICA DESCRITIVA ;;;;;

;### TEMPO ATÉ MERGE (horas) ###
;--- ESTATÍSTICAS DESCRITIVAS BÁSICAS ---
;Número de observações (n);100
;Mínimo;0,89
;Máximo;5740,22
;Amplitude total;5739,33
;Média aritmética (μ);576,57
;Mediana;72,44
;--- MEDIDAS DE DISPERSÃO ---
;Desvio padrão amostral (s);1199,24
;Variância;1438164,68
;Coeficiente de variação;207,99%
;Amplitude Interquartil (AIQ);619,87
;--- QUARTIS E PERCENTIS ---
;Percentil 10%;2,83
;Percentil 25% (Q1);13,50
;Percentil 50% (Mediana);72,44
;Percentil 75% (Q3);633,37
;Percentil 90%;1452,25
;--- IDENTIFICAÇÃO DE OUTLIERS (CRITÉRIO DE TUKEY, 1977) ---
;Limite inferior (Q1 - 1,5 × AIQ);-916,30
;Limite superior (Q3 + 1,5 × AIQ);1563,18
;Número de outliers;9
;Percentual de outliers;9,00%
;--- CLASSIFICAÇÃO POR PERCENTIS (HINDMAN E FAN, 1996) ---
;Faixa;Classificação;Intervalo
;Muito Baixa;0% a 10%;≤ 2,83
;Baixa;10% a 25%;2,83 a 13,50
;Média;25% a 75%;13,50 a 633,37
;Alta;75% a 90%;633,37 a 1452,25
;Muito Alta;90% a 100%;≥ 1452,25

;### ARQUIVOS ALTERADOS (arquivos) ###
;--- ESTATÍSTICAS DESCRITIVAS BÁSICAS ---
;Número de observações (n);100
;Mínimo;1,00
;Máximo;207,00
;Amplitude total;206,00
;Média aritmética (μ);11,80
;Mediana;3,00
;--- MEDIDAS DE DISPERSÃO ---
;Desvio padrão amostral (s);30,55
;Variância;933,13
;Coeficiente de variação;258,87%
;Amplitude Interquartil (AIQ);6,75
;--- QUARTIS E PERCENTIS ---
;Percentil 10%;1,00
;Percentil 25% (Q1);1,00
;Percentil 50% (Mediana);3,00
;Percentil 75% (Q3);7,75
;Percentil 90%;23,30
;--- IDENTIFICAÇÃO DE OUTLIERS (CRITÉRIO DE TUKEY, 1977) ---
;Limite inferior (Q1 - 1,5 × AIQ);-9,12
;Limite superior (Q3 + 1,5 × AIQ);17,88
;Número de outliers;14
;Percentual de outliers;14,00%
;--- CLASSIFICAÇÃO POR PERCENTIS (HINDMAN E FAN, 1996) ---
;Faixa;Classificação;Intervalo
;Muito Baixa;0% a 10%;≤ 1,00
;Baixa;10% a 25%;1,00 a 1,00
;Média;25% a 75%;1,00 a 7,75
;Alta;75% a 90%;7,75 a 23,30
;Muito Alta;90% a 100%;≥ 23,30

;### LINHAS MODIFICADAS (linhas) ###
;--- ESTATÍSTICAS DESCRITIVAS BÁSICAS ---
;Número de observações (n);100
;Mínimo;1,00
;Máximo;57459,00
;Amplitude total;57458,00
;Média aritmética (μ);1215,48
;Mediana;41,50
;--- MEDIDAS DE DISPERSÃO ---
;Desvio padrão amostral (s);6435,29
;Variância;41413018,29
;Coeficiente de variação;529,44%
;Amplitude Interquartil (AIQ);230,75
;--- QUARTIS E PERCENTIS ---
;Percentil 10%;2,90
;Percentil 25% (Q1);8,00
;Percentil 50% (Mediana);41,50
;Percentil 75% (Q3);238,75
;Percentil 90%;652,90
;--- IDENTIFICAÇÃO DE OUTLIERS (CRITÉRIO DE TUKEY, 1977) ---
;Limite inferior (Q1 - 1,5 × AIQ);-338,12
;Limite superior (Q3 + 1,5 × AIQ);584,88
;Número de outliers;12
;Percentual de outliers;12,00%
;--- CLASSIFICAÇÃO POR PERCENTIS (HINDMAN E FAN, 1996) ---
;Faixa;Classificação;Intervalo
;Muito Baixa;0% a 10%;≤ 2,90
;Baixa;10% a 25%;2,90 a 8,00
;Média;25% a 75%;8,00 a 238,75
;Alta;75% a 90%;238,75 a 652,90
;Muito Alta;90% a 100%;≥ 652,90

;;;;; INFORMAÇÕES METODOLÓGICAS ;;;;;
;--- FÓRMULAS UTILIZADAS ---
;Média aritmética (Triola, 2024);μ = Σ(xi) / n
;Desvio padrão amostral;s = √[Σ(xi - μ)² / (n-1)]
;Amplitude Interquartil;AIQ = Q3 - Q1
;Limites de Tukey (1977);LI = Q1 - 1,5×AIQ / LS = Q3 + 1,5×AIQ
;Método de percentis;Hyndman e Fan (1996), p = (i-1)/(n-1)
;Coeficiente de variação;CV = (s/μ) × 100%

;;;;; INTERPRETAÇÃO DOS RESULTADOS ;;;;;
;--- ORIENTAÇÕES PARA ANÁLISE ---
;1. Média e Mediana;Compare estes valores. Se média > mediana, há assimetria positiva
;2. Desvio Padrão;Quanto maior, maior a dispersão dos dados em relação à média
;3. Coeficiente de Variação;CV < 15%: baixa variabilidade; 15-30%: média; >30%: alta
;4. Outliers;Valores além dos limites de Tukey podem indicar casos atípicos
;5. AIQ;Representa a faixa onde está concentrada a metade central dos dados
;6. Classificação;Use os percentis para categorizar novos PRs em termos de complexidade

